246,118
152,67
161,135
176,87
159,182
196,248
199,165
74,98
320,130
85,231
183,89
34,213
230,71
258,193
125,142
2,37
272,142
316,27
126,94
91,301
260,259
24,225
199,156
298,112
169,155
280,301
41,192
281,25
9,20
66,80
47,74
251,217
38,253
274,60
188,166
12,85
60,180
101,33
305,292
236,298
60,55
136,223
297,129
93,315
118,189
318,209
319,310
249,33
230,25
148,73
76,149
14,316
87,193
50,16
61,257
49,143
91,36
69,206
195,99
250,140
65,53
166,213
245,78
167,34
35,117
102,152
173,104
278,180
47,208
222,84
306,291
187,320
203,209
7,94
244,278
202,276
23,77
93,267
251,170
186,21
144,164
165,231
32,313
227,273
261,130
284,176
34,125
252,158
170,291
105,122
4,205
139,253
301,198
135,191
317,257
265,30
217,194
52,147
108,175
320,49
137,126
319,96
231,295
34,124
110,104
217,65
95,306
319,176
251,193
207,251
196,73
174,1
34,83
188,307
111,112
253,140
189,44
42,158
102,88
104,203
311,235
88,207
196,10
212,255
31,8
294,218
217,223
309,115
112,189
6,115
162,132
293,290
130,300
251,301
266,173
19,26
206,299
114,99
96,9
217,17
157,199
236,297
110,84
216,127
131,127
182,174
269,226
73,237
288,156
319,70
8,227
197,91
115,48
70,89
30,297
191,252
295,274
74,181
147,108
215,286
204,295
310,236
215,252
80,153
265,302
251,177
276,131
178,148
34,77
65,261
99,311
117,115
2,293
9,74
205,276
106,132
124,15
287,158
68,100
75,316
134,79
260,55
277,223
36,94
304,77
90,138
153,317
130,154
320,247
100,13
252,30
158,88
98,304
261,140
292,269
217,83
32,199
284,218
140,285
180,140
176,132
186,20
36,134
230,200
185,171
119,167
313,206
24,130
94,131
216,16
102,20
235,85
107,88
47,187
82,53
252,173
256,137
58,167
159,275
146,225
212,113
11,275
214,130
44,39
258,11
199,181
123,248
294,107
50,134
27,72
168,215
9,301
189,212
28,55
249,311
253,132
149,266
245,317
21,24
287,224
168,301
238,85
101,109
176,205
271,267
312,243
17,316
204,64
10,310
152,107
151,34
159,82
78,77
101,201
242,20
190,148
233,94
43,87
138,128
241,311
223,218
313,64
280,294
305,290
51,289
50,264
284,148
192,182
277,273
233,230
227,217
299,17
65,132
278,99
23,287
258,19
285,102
277,13
282,239
48,261
47,207
267,89
56,110
292,89
35,258
28,186
89,52
22,293
284,194
46,248
85,208
41,165
126,291
114,208
217,245
106,34
259,320
219,188
213,16
19,170
217,4
230,91
219,197
5,92
284,293
190,177
40,98
105,208
217,194
207,201
24,312
44,187
12,135
4,122
132,62
296,4
263,89
243,176
87,53
194,273
134,236
42,58
188,110
182,300
176,114
48,210
81,16
118,161
75,151
243,247
271,133
237,118
42,109
307,250
202,258
307,77
47,158
276,113
10,306
219,308
73,92
307,194
27,43
106,251
130,274
221,89
255,121
31,115
184,148
155,135
236,246
111,38
78,166
255,54
173,302
103,289
227,97
61,93
167,306
221,274
104,197
114,241
19,195
198,302
107,222
86,55
167,304
176,159
75,227
222,8
281,126
240,105
221,177
245,51
202,180
17,122
286,145
62,126
75,23
85,319
13,264
240,46
131,232
30,191
221,47
164,242
183,286
293,170
193,311
159,212
277,204
41,291
61,74
149,317
242,143
104,141
242,127
250,108
131,75
127,280
127,62
18,140
208,167
273,221
194,262
269,155
174,76
251,100
106,316
18,89
281,311
265,304
23,141
23,126
309,110
22,63
80,189
223,63
312,306
249,124
313,59
129,34
124,298
167,53
121,150
286,106
75,119
93,265
122,228
68,198
106,233
15,143
247,63
63,142
239,210
173,142
47,202
174,130
44,5
200,203
7,156
217,71
196,133
223,244
296,176
170,226
153,278
112,136
178,203
143,48
278,54
52,141
266,210
83,64
316,132
138,320
29,35
131,95
252,141
204,295
23,220
283,225
26,305
35,36
191,305
179,230
52,224
163,19
107,57
244,315
59,282
320,300
29,117
120,318
66,68
68,231
118,150
71,271
259,224
141,214
57,84
40,301
23,246
294,262
52,194
84,26
88,146
175,307
176,263
4,247
118,223
66,164
296,292
205,10
300,117
287,231
275,30
257,148
160,311
274,231
184,8
186,30
207,248
115,145
241,280
173,196
80,108
11,62
23,202
50,84
76,299
37,288
95,227
150,257
108,312
5,229
304,132
110,276
77,129
102,207
292,166
178,23
176,315
193,179
33,147
149,60
30,90
253,224
153,16
312,199
189,195
229,287
32,107
56,101
278,118
92,187
106,175
119,98
179,26
294,40
93,295
66,45
206,311
93,173
109,22
100,191
35,8
233,162
139,119
11,182
197,319
245,197
297,159
86,277
207,22
213,151
139,30
278,264
178,281
266,23
284,298
281,314
133,249
155,8
168,244
9,285
198,243
110,131
34,215
189,185
309,108
129,186
106,236
91,188
320,206
280,276
306,200
46,79
108,211
289,111
307,3
204,106
5,194
137,45
133,254
174,126
115,206
157,156
287,91
266,296
194,114
153,215
14,3
14,179
169,294
275,59
109,258
132,189
107,86
211,161
309,236
95,261
241,249
305,224
16,32
5,170
266,236
122,175
200,47
11,81
140,118
273,186
23,262
46,269
232,195
63,95
269,96
253,86
155,231
177,95
304,73
118,280
2,210
68,224
124,200
318,271
198,170
47,43
287,155
174,70
187,228
145,264
69,139
104,294
255,115
35,148
