156,920
304,707
583,257
238,1119
912,666
817,407
919,943
788,161
799,46
1130,942
360,61
1077,77
1005,941
949,950
334,385
225,339
409,463
1186,1015
324,96
589,625
296,951
799,505
944,901
253,400
687,201
261,883
654,207
362,43
722,1044
966,307
1001,306
199,711
5,958
834,432
508,375
1058,59
645,417
139,214
397,325
756,483
1138,318
1048,1177
482,574
901,217
888,390
238,156
793,453
439,40
609,40
600,508
543,624
664,909
272,479
979,67
519,134
498,638
75,171
347,372
727,27
821,29
59,721
92,702
1012,762
276,1103
660,651
284,1146
817,450
1086,251
1107,455
510,499
145,112
1048,337
310,528
1087,320
128,93
1051,117
939,926
176,254
600,97
805,1021
595,553
1096,341
749,1146
1123,124
476,580
19,476
356,813
116,127
793,226
321,1125
84,803
843,923
478,489
272,932
129,985
232,796
1077,229
442,361
733,976
760,837
351,11
1005,685
31,448
517,362
7,667
1043,1029
670,734
857,571
1146,118
981,91
115,532
1158,978
789,996
187,659
873,830
304,986
575,830
187,1121
599,142
1091,377
297,619
338,723
12,91
175,1151
318,520
1166,1064
44,980
397,696
485,998
857,704
677,269
106,362
1138,945
19,701
696,904
290,550
229,724
90,741
259,159
345,440
408,330
271,623
853,464
521,706
180,56
906,359
705,997
112,283
57,657
53,328
982,329
210,958
443,327
430,712
198,64
840,352
511,60
207,962
386,581
57,1079
686,707
395,176
53,144
490,209
888,562
979,187
690,1077
348,731
132,306
1124,1119
258,218
32,457
262,933
1067,117
548,308
1,429
496,471
1169,860
953,299
804,648
1035,640
1162,1114
1163,524
1056,802
67,1110
785,1036
765,838
448,204
773,440
602,931
962,1040
880,69
1137,572
1078,59
989,539
600,673
45,700
531,1018
223,340
800,1184
578,550
1078,85
139,30
697,799
672,708
993,435
874,407
832,1046
572,457
857,635
653,293
32,700
850,807
862,218
2,796
292,507
53,903
142,134
662,805
953,70
710,929
124,387
236,1171
233,320
944,172
527,677
76,469
699,1110
1162,128
927,212
1153,266
779,77
1108,740
121,610
944,1064
1196,1190
1141,1100
1050,277
1149,523
600,807
217,1095
443,336
485,963
252,814
668,516
501,455
195,1171
721,739
900,524
719,940
2,669
1143,273
29,560
727,1014
650,359
887,1052
644,605
619,584
715,263
726,456
40,918
344,232
913,424
130,281
862,988
1029,462
910,548
1021,932
201,960
11,723
637,275
328,416
251,785
384,902
239,260
1003,1038
773,179
989,200
24,1019
590,712
467,622
638,518
1171,497
1124,225
410,84
304,539
904,720
195,233
111,857
787,1156
1083,155
917,465
585,55
1060,644
625,1175
398,731
956,711
691,429
315,435
414,1047
985,782
851,299
508,72
954,233
267,877
1168,859
609,165
205,86
933,194
699,1049
260,6
924,387
292,603
106,440
186,557
498,112
28,809
790,449
507,0
847,884
563,614
851,1058
460,1091
45,423
11,611
798,186
41,517
1198,1013
1004,732
1027,394
335,142
1166,296
310,294
56,288
243,775
805,979
15,856
242,296
585,715
879,604
845,1198
308,821
631,178
285,788
393,1007
1000,1191
592,228
153,959
23,306
782,1195
77,307
35,470
327,514
751,214
277,1194
245,381
212,390
833,847
876,367
501,68
261,543
676,1111
785,1164
567,1150
689,669
173,1028
547,888
175,757
1157,490
1138,696
831,908
853,1185
152,841
350,1145
573,716
1094,159
681,158
349,710
897,791
251,421
895,882
699,629
643,146
942,698
770,31
1147,28
867,549
997,641
472,567
23,84
1198,1153
626,395
932,1038
178,1134
496,1042
1121,1140
529,1100
16,695
925,1055
92,948
136,836
357,237
594,1152
456,270
289,325
858,790
291,203
1055,140
614,1091
377,772
62,504
358,776
540,607
203,555
630,503
302,720
493,81
1106,573
803,327
759,382
1029,806
1102,301
621,668
215,391
310,472
507,820
1086,1041
156,166
260,913
883,424
640,396
426,698
1169,211
388,6
777,1176
1196,1168
1139,553
438,780
335,842
1129,1030
1049,1050
807,81
443,445
1142,303
1109,344
646,400
93,906
86,507
502,1052
226,475
946,872
1047,988
1054,95
374,729
1006,1043
822,94
